x, y
25000.0000,-0.8528
50000.0000,-0.9962
75000.0000,-1.0684
100000.0000,-1.1360
125000.0000,-1.1877
150000.0000,-1.2243
175000.0000,-1.2668
200000.0000,-1.2787
225000.0000,-1.3157
250000.0000,-1.3237
275000.0000,-1.3524
300000.0000,-1.3681
325000.0000,-1.3725
350000.0000,-1.3879
375000.0000,-1.4151
400000.0000,-1.4440
425000.0000,-1.4555
450000.0000,-1.4564
475000.0000,-1.4693
500000.0000,-1.4749
