Freq,Value
1994365200.0,-65.3190831
1998854812.0,-65.3994936
2003354530.0,-65.4798776
2007864379.0,-65.5602354
2012384379.0,-65.6405673
2021454928.0,-65.8011541
2026005523.0,-65.8814094
2030566362.0,-65.9616396
2035137468.0,-66.041845
2039718864.0,-66.1220257
2044310574.0,-66.2021819
2048912620.0,-66.282314
2053525026.0,-66.362422
2058147816.0,-66.4425062
2062781012.0,-66.5225668
2067424638.0,-66.602604
2076743274.0,-66.762609
2081418331.0,-66.8425772
2086103912.0,-66.9225228
2090800041.0,-67.002446
2095506742.0,-67.082347
2100224039.0,-67.1622259
2104951954.0,-67.2420831
2109690513.0,-67.3219187
2114439740.0,-67.4017328
2119199657.0,-67.4815256
2123970290.0,-67.5612974
2128751662.0,-67.6410484
2133543797.0,-67.7207786
2138346721.0,-67.8004883
2143160457.0,-67.8801778
2147985029.0,-67.959847
2152820461.0,-68.0394963
2157666779.0,-68.1191258
2162524007.0,-68.1987357
2167392170.0,-68.2783262
2172271291.0,-68.3578974
2177161396.0,-68.4374495
2182062509.0,-68.5169827
2186974655.0,-68.5964971
2191897859.0,-68.675993
2196832146.0,-68.7554704
2201777541.0,-68.8349296
2206734069.0,-68.9143707
2211701755.0,-68.9937939
2216680623.0,-69.0731993
2221670700.0,-69.1525872
2226672010.0,-69.2319575
2231684579.0,-69.3113107
2236708432.0,-69.3906466
2241743595.0,-69.4699657
2246790092.0,-69.5492679
2251847949.0,-69.6285534
2256917193.0,-69.7078224
2261997848.0,-69.7870751
2267089941.0,-69.8663116
2272193497.0,-69.945532
2277308541.0,-70.0247365
2282435100.0,-70.1039253
2287573200.0,-70.1830984
2292722867.0,-70.2622561
2297884126.0,-70.3413984
2303057004.0,-70.4205255
2308241527.0,-70.4996377
2313437721.0,-70.5787348
2318645612.0,-70.6578173
2323865227.0,-70.7368851
2329096592.0,-70.8159384
2334339734.0,-70.8949773
2339594679.0,-70.9740021
2344861454.0,-71.0530127
2350140085.0,-71.1320094
2355430598.0,-71.2109923
2360733022.0,-71.2899614
2366047382.0,-71.368917
2366047382.0,-71.368917
2371373706.0,-71.4478592
2376712020.0,-71.5267881
2382062351.0,-71.6057038
2387424726.0,-71.6846064
2392799173.0,-71.7634961
2398185719.0,-71.842373
2403584391.0,-71.9212372
2408995216.0,-72.0000888
2414418221.0,-72.078928
2419853435.0,-72.1577549
2425300884.0,-72.2365696
2430760596.0,-72.3153722
2436232598.0,-72.3941628
2436232598.0,-72.3941628
2441716919.0,-72.4729416
2447213586.0,-72.5517086
2452722627.0,-72.630464
2458244069.0,-72.7092079
2463777941.0,-72.7879404
2469324270.0,-72.8666616
2474883085.0,-72.9453717
2480454414.0,-73.0240706
2486038285.0,-73.1027587
2486038285.0,-73.1027587
2491634726.0,-73.1814358
2497243765.0,-73.2601022
2502865431.0,-73.338758
2508499752.0,-73.4174033
2514146757.0,-73.4960381
2519806475.0,-73.5746627
2525478933.0,-73.6532769
2525478933.0,-73.6532769
2531164160.0,-73.7318811
2536862186.0,-73.8104753
2542573039.0,-73.8890595
2548296748.0,-73.967634
2554033342.0,-74.0461987
2559782850.0,-74.1247538
2565545300.0,-74.2032994
2565545300.0,-74.2032994
2571320723.0,-74.2818355
2577109148.0,-74.3603624
2582910602.0,-74.43888
2588725117.0,-74.5173884
2594552721.0,-74.5958879
2600393444.0,-74.6743783
2600393444.0,-74.6743783
2606247316.0,-74.7528599
2612114365.0,-74.8313327
2617994622.0,-74.9097969
2623888116.0,-74.9882525
2629794877.0,-75.0666995
2635714935.0,-75.1451382
2635714935.0,-75.1451382
2641648320.0,-75.2235685
2647595062.0,-75.3019906
2653555192.0,-75.3804045
2659528738.0,-75.4588104
2665515731.0,-75.5372083
2665515731.0,-75.5372083
2671516203.0,-75.6155983
2677530182.0,-75.6939805
2683557699.0,-75.7723549
2689598786.0,-75.8507217
2695653471.0,-75.9290809
2695653471.0,-75.9290809
2701721787.0,-76.0074327
2707803763.0,-76.085777
2713899431.0,-76.164114
2720008821.0,-76.2424438
2720008821.0,-76.2424438
2726131964.0,-76.3207663
2732268892.0,-76.3990818
2738419634.0,-76.4773903
2744584223.0,-76.5556918
2744584223.0,-76.5556918
2750762689.0,-76.6339865
2756955064.0,-76.7122744
2763161378.0,-76.7905555
2769381664.0,-76.86883
2775615953.0,-76.947098
2775615953.0,-76.947098
2781864276.0,-77.0253594
2788126665.0,-77.1036144
2794403152.0,-77.1818631
2794403152.0,-77.1818631
2800693768.0,-77.2601055
2806998545.0,-77.3383416
2813317515.0,-77.4165716
2819650710.0,-77.4947956
2819650710.0,-77.4947956
2825998162.0,-77.5730135
2832359903.0,-77.6512255
2838735965.0,-77.7294316
2845126380.0,-77.8076319
2845126380.0,-77.8076319
2851531182.0,-77.8858265
2857950401.0,-77.9640153
2864384071.0,-78.0421986
2864384071.0,-78.0421986
2870832225.0,-78.1203763
2877294894.0,-78.1985486
2883772111.0,-78.2767154
2890263910.0,-78.3548769
2890263910.0,-78.3548769
2896770323.0,-78.433033
2903291382.0,-78.5111839
2909827122.0,-78.5893297
2909827122.0,-78.5893297
2916377574.0,-78.6674703
2922942772.0,-78.7456059
2929522750.0,-78.8237365
2929522750.0,-78.8237365
2936117540.0,-78.9018622
2942727176.0,-78.9799829
2949351691.0,-79.0580989
2949351691.0,-79.0580989
2955991119.0,-79.1362101
2962645494.0,-79.2143166
2969314848.0,-79.2924184
2969314848.0,-79.2924184
2975999216.0,-79.3705157
2982698632.0,-79.4486084
2989413129.0,-79.5266966
2989413129.0,-79.5266966
2996142741.0,-79.6047804
3002887503.0,-79.6828599
3009647448.0,-79.760935
3009647448.0,-79.760935
3016422610.0,-79.8390058
3023213025.0,-79.9170725
3030018726.0,-79.9951349
3030018726.0,-79.9951349
3036839747.0,-80.0731933
3043676124.0,-80.1512476
3043676124.0,-80.1512476
3050527890.0,-80.2292979
3057395081.0,-80.3073442
3064277731.0,-80.3853866
3064277731.0,-80.3853866
3071175874.0,-80.4634252
3078089547.0,-80.5414599
3085018783.0,-80.6194909
3085018783.0,-80.6194909
3091963617.0,-80.6975181
3098924086.0,-80.7755417
3098924086.0,-80.7755417
3105900224.0,-80.8535617
3112892066.0,-80.9315781
3119899647.0,-81.009591
3119899647.0,-81.009591
3126923004.0,-81.0876004
3133962171.0,-81.1656064
3133962171.0,-81.1656064
3141017185.0,-81.243609
3148088080.0,-81.3216082
3148088080.0,-81.3216082
3155174894.0,-81.3996041
3162277660.0,-81.4775968
3169396416.0,-81.5555863
3169396416.0,-81.5555863
3176531197.0,-81.6335726
3183682040.0,-81.7115557
3183682040.0,-81.7115557
3190848981.0,-81.7895358
3198032055.0,-81.8675128
3198032055.0,-81.8675128
3205231299.0,-81.9454869
3212446750.0,-82.0234579
3219678444.0,-82.1014261
3219678444.0,-82.1014261
3226926418.0,-82.1793914
3234190708.0,-82.2573538
3234190708.0,-82.2573538
3241471351.0,-82.3353134
3248768383.0,-82.4132703
3248768383.0,-82.4132703
3256081843.0,-82.4912245
3263411766.0,-82.569176
3263411766.0,-82.569176
3270758190.0,-82.6471248
3278121151.0,-82.725071
3278121151.0,-82.725071
3285500688.0,-82.8030147
3292896837.0,-82.8809558
3292896837.0,-82.8809558
3300309637.0,-82.9588944
3307739123.0,-83.0368306
3307739123.0,-83.0368306
3315185334.0,-83.1147643
3322648308.0,-83.1926957
3322648308.0,-83.1926957
3330128082.0,-83.2706247
3337624694.0,-83.3485514
3337624694.0,-83.3485514
3345138182.0,-83.4264758
3352668585.0,-83.504398
3352668585.0,-83.504398
3360215939.0,-83.5823179
3367780283.0,-83.6602357
3367780283.0,-83.6602357
3375361656.0,-83.7381513
3382960096.0,-83.8160648
3382960096.0,-83.8160648
3390575640.0,-83.8939763
3398208329.0,-83.9718857
3398208329.0,-83.9718857
3405858200.0,-84.049793
3413525292.0,-84.1276984
3413525292.0,-84.1276984
3421209643.0,-84.2056019
3428911294.0,-84.2835034
3428911294.0,-84.2835034
3436630281.0,-84.361403
3444366646.0,-84.4393008
3444366646.0,-84.4393008
3452120426.0,-84.5171968
3452120426.0,-84.5171968
3459891661.0,-84.5950909
3467680390.0,-84.6729833
3467680390.0,-84.6729833
3475486653.0,-84.750874
3483310489.0,-84.8287629
3483310489.0,-84.8287629
3491151937.0,-84.9066502
3499011038.0,-84.9845358
3499011038.0,-84.9845358
3506887831.0,-85.0624198
3506887831.0,-85.0624198
3514782355.0,-85.1403022
3522694651.0,-85.218183
3522694651.0,-85.218183
3530624760.0,-85.2960623
3538572719.0,-85.3739401
3538572719.0,-85.3739401
3546538571.0,-85.4518164
3546538571.0,-85.4518164
3554522356.0,-85.5296912
3562524113.0,-85.6075646
3562524113.0,-85.6075646
3570543883.0,-85.6854366
3578581706.0,-85.7633072
3578581706.0,-85.7633072
3586637624.0,-85.8411765
3586637624.0,-85.8411765
3594711678.0,-85.9190445
3602803907.0,-85.9969111
3602803907.0,-85.9969111
3610914353.0,-86.0747765
3619043056.0,-86.1526406
3619043056.0,-86.1526406
3627190059.0,-86.2305035
3627190059.0,-86.2305035
3635355402.0,-86.3083651
3643539126.0,-86.3862256
3643539126.0,-86.3862256
3651741273.0,-86.464085
3651741273.0,-86.464085
3659961884.0,-86.5419432
3668201001.0,-86.6198003
3668201001.0,-86.6198003
3676458665.0,-86.6976563
3676458665.0,-86.6976563
3684734919.0,-86.7755113
3693029803.0,-86.8533652
3693029803.0,-86.8533652
3701343361.0,-86.9312181
3701343361.0,-86.9312181
3709675634.0,-87.0090699
3718026664.0,-87.0869209
3718026664.0,-87.0869209
3726396493.0,-87.1647708
3726396493.0,-87.1647708
3734785164.0,-87.2426199
3743192720.0,-87.320468
3743192720.0,-87.320468
3751619202.0,-87.3983152
3751619202.0,-87.3983152
3760064653.0,-87.4761616
3768529116.0,-87.5540071
3768529116.0,-87.5540071
3777012634.0,-87.6318518
3777012634.0,-87.6318518
3785515249.0,-87.7096957
3794037005.0,-87.7875388
3794037005.0,-87.7875388
3802577945.0,-87.8653811
3802577945.0,-87.8653811
3811138112.0,-87.9432227
3811138112.0,-87.9432227
3819717549.0,-88.0210635
3828316300.0,-88.0989036
3828316300.0,-88.0989036
3836934408.0,-88.1767431
3836934408.0,-88.1767431
3845571916.0,-88.2545819
3845571916.0,-88.2545819
3854228869.0,-88.33242
3862905309.0,-88.4102574
3862905309.0,-88.4102574
3871601282.0,-88.4880943
3871601282.0,-88.4880943
3880316831.0,-88.5659306
3880316831.0,-88.5659306
3889051999.0,-88.6437662
3897806832.0,-88.7216014
3897806832.0,-88.7216014
3906581373.0,-88.7994359
3906581373.0,-88.7994359
3915375667.0,-88.87727
3915375667.0,-88.87727
3924189758.0,-88.9551035
3933023692.0,-89.0329365
3933023692.0,-89.0329365
3941877511.0,-89.110769
3941877511.0,-89.110769
3950751262.0,-89.1886011
3950751262.0,-89.1886011
3959644989.0,-89.2664327
3968558737.0,-89.3442639
3968558737.0,-89.3442639
3977492551.0,-89.4220947
3977492551.0,-89.4220947
3986446477.0,-89.4999251
3986446477.0,-89.4999251
3995420559.0,-89.5777551
3995420559.0,-89.5777551
4004414843.0,-89.6555847
4013429375.0,-89.733414
4013429375.0,-89.733414
4022464199.0,-89.8112429
4022464199.0,-89.8112429
4031519363.0,-89.8890715
4031519363.0,-89.8890715
4040594911.0,-89.9668998
4040594911.0,-89.9668998
4049690889.0,-90.0447278
4049690889.0,-90.0447278
4058807344.0,-90.1225555
4067944321.0,-90.200383
4067944321.0,-90.200383
4077101867.0,-90.2782102
4077101867.0,-90.2782102
4086280028.0,-90.3560372
4086280028.0,-90.3560372
4095478850.0,-90.4338639
4095478850.0,-90.4338639
4104698380.0,-90.5116904
4104698380.0,-90.5116904
4113938665.0,-90.5895167
4123199751.0,-90.6673429
4123199751.0,-90.6673429
4132481685.0,-90.7451688
4132481685.0,-90.7451688
4141784514.0,-90.8229946
4141784514.0,-90.8229946
4151108286.0,-90.9008203
4151108286.0,-90.9008203
4160453046.0,-90.9786458
4160453046.0,-90.9786458
4169818843.0,-91.0564712
4169818843.0,-91.0564712
4179205723.0,-91.1342965
4179205723.0,-91.1342965
4188613735.0,-91.2121217
4198042926.0,-91.2899468
4198042926.0,-91.2899468
4207493343.0,-91.3677719
4207493343.0,-91.3677719
4216965034.0,-91.4455969
4216965034.0,-91.4455969
4226458048.0,-91.5234218
4226458048.0,-91.5234218
4235972432.0,-91.6012467
4235972432.0,-91.6012467
4245508234.0,-91.6790715
4245508234.0,-91.6790715
4255065502.0,-91.7568964
4255065502.0,-91.7568964
4264644286.0,-91.8347212
4264644286.0,-91.8347212
4274244633.0,-91.9125461
4274244633.0,-91.9125461
4283866591.0,-91.9903709
4283866591.0,-91.9903709
4293510210.0,-92.0681958
4303175538.0,-92.1460208
4303175538.0,-92.1460208
4312862625.0,-92.2238457
4312862625.0,-92.2238457
4322571518.0,-92.3016708
4322571518.0,-92.3016708
4332302267.0,-92.3794959
4332302267.0,-92.3794959
4342054922.0,-92.4573211
4342054922.0,-92.4573211
4351829532.0,-92.5351463
4351829532.0,-92.5351463
4361626145.0,-92.6129717
4361626145.0,-92.6129717
4371444813.0,-92.6907972
4371444813.0,-92.6907972
4381285583.0,-92.7686228
4381285583.0,-92.7686228
4391148507.0,-92.8464485
4391148507.0,-92.8464485
4401033633.0,-92.9242744
4401033633.0,-92.9242744
4410941013.0,-93.0021004
4410941013.0,-93.0021004
4420870695.0,-93.0799265
4420870695.0,-93.0799265
4430822730.0,-93.1577529
4430822730.0,-93.1577529
4440797169.0,-93.2355794
4440797169.0,-93.2355794
4450794062.0,-93.313406
4450794062.0,-93.313406
4460813460.0,-93.3912329
4460813460.0,-93.3912329
4470855412.0,-93.46906
4470855412.0,-93.46906
4480919971.0,-93.5468872
4480919971.0,-93.5468872
4491007186.0,-93.6247147
4491007186.0,-93.6247147
4501117109.0,-93.7025424
4501117109.0,-93.7025424
4511249792.0,-93.7803704
4511249792.0,-93.7803704
4521405284.0,-93.8581986
4521405284.0,-93.8581986
4531583638.0,-93.936027
4531583638.0,-93.936027
4541784904.0,-94.0138557
4541784904.0,-94.0138557
4552009136.0,-94.0916846
4552009136.0,-94.0916846
4562256383.0,-94.1695138
4562256383.0,-94.1695138
4572526699.0,-94.2473433
4572526699.0,-94.2473433
4582820135.0,-94.3251731
4582820135.0,-94.3251731
4582820135.0,-94.3251731
4593136742.0,-94.4030032
4593136742.0,-94.4030032
4603476574.0,-94.4808335
4603476574.0,-94.4808335
4613839683.0,-94.5586642
4613839683.0,-94.5586642
4624226120.0,-94.6364952
4624226120.0,-94.6364952
4634635939.0,-94.7143265
4634635939.0,-94.7143265
4645069192.0,-94.7921581
4645069192.0,-94.7921581
4655525931.0,-94.8699901
4655525931.0,-94.8699901
4666006210.0,-94.9478224
4666006210.0,-94.9478224
4676510082.0,-95.0256551
4676510082.0,-95.0256551
4687037600.0,-95.1034881
4687037600.0,-95.1034881
4697588817.0,-95.1813214
4697588817.0,-95.1813214
4697588817.0,-95.1813214
4708163786.0,-95.2591551
4708163786.0,-95.2591551
4718762561.0,-95.3369892
4718762561.0,-95.3369892
4729385195.0,-95.4148237
4729385195.0,-95.4148237
4740031742.0,-95.4926586
4740031742.0,-95.4926586
4750702257.0,-95.5704938
4750702257.0,-95.5704938
4761396792.0,-95.6483295
4761396792.0,-95.6483295
4772115402.0,-95.7261655
4772115402.0,-95.7261655
4772115402.0,-95.7261655
4782858142.0,-95.804002
4782858142.0,-95.804002
4793625065.0,-95.8818388
4793625065.0,-95.8818388
4804416225.0,-95.9596761
4804416225.0,-95.9596761
4815231679.0,-96.0375138
4815231679.0,-96.0375138
4826071479.0,-96.1153519
4826071479.0,-96.1153519
4836935682.0,-96.1931905
4836935682.0,-96.1931905
4836935682.0,-96.1931905
4847824342.0,-96.2710295
4847824342.0,-96.2710295
4858737513.0,-96.3488689
4858737513.0,-96.3488689
4869675252.0,-96.4267088
4869675252.0,-96.4267088
4880637613.0,-96.5045492
4880637613.0,-96.5045492
4891624652.0,-96.58239
4891624652.0,-96.58239
4891624652.0,-96.58239
4902636424.0,-96.6602312
4902636424.0,-96.6602312
4913672986.0,-96.7380729
4913672986.0,-96.7380729
4924734392.0,-96.8159151
4924734392.0,-96.8159151
4935820700.0,-96.8937578
4935820700.0,-96.8937578
4946931964.0,-96.971601
4946931964.0,-96.971601
4946931964.0,-96.971601
4958068242.0,-97.0494446
4958068242.0,-97.0494446
4969229589.0,-97.1272887
4969229589.0,-97.1272887
4980416061.0,-97.2051334
4980416061.0,-97.2051334
4991627716.0,-97.2829785
4991627716.0,-97.2829785
