Frequency  	Gain       
88565713.35 	-74.7659474 
88765087.91 	-74.7038971 
88964911.28 	-74.6418307 
89165184.49 	-74.5797481 
89365908.54 	-74.5176492 
89567084.46 	-74.455534  
89768713.24 	-74.3934023 
89970795.93 	-74.3312542 
90173333.53 	-74.2690895 
90376327.08 	-74.2069081 
90579777.59 	-74.14471   
90783686.11 	-74.082495  
90988053.65 	-74.0202632 
91192881.25 	-73.9580143 
91398169.95 	-73.8957484 
91603920.78 	-73.8334654 
91810134.79 	-73.7711651 
92016813.02 	-73.7088475 
92223956.51 	-73.6465125 
92431566.31 	-73.58416   
92639643.48 	-73.5217899 
92848189.05 	-73.4594022 
93057204.09 	-73.3969968 
93266689.66 	-73.3345735 
93476646.81 	-73.2721323 
93687076.6  	-73.2096731 
93897980.1  	-73.1471959 
94109358.38 	-73.0847004 
94321212.5  	-73.0221867 
94533543.54 	-72.9596547 
94746352.57 	-72.8971042 
94959640.66 	-72.8345352 
95173408.89 	-72.7719475 
95387658.35 	-72.7093412 
95602390.11 	-72.646716  
95817605.27 	-72.584072  
96033304.91 	-72.5214089 
96249490.12 	-72.4587268 
96466161.99 	-72.3960256 
96683321.63 	-72.333305  
96900970.12 	-72.2705651 
97119108.57 	-72.2078058 
97337738.09 	-72.1450269 
97556859.77 	-72.0822284 
97776474.73 	-72.0194101 
97996584.08 	-71.956572  
98217188.92 	-71.893714  
98438290.38 	-71.8308359 
98659889.57 	-71.7679377 
98881987.61 	-71.7050193 
99104585.62 	-71.6420806 
99327684.74 	-71.5791214 
99551286.09 	-71.5161417 
99775390.8  	-71.4531414 
100000000   	-71.3901204 
100225114.8 	-71.3270786 
100450736.4 	-71.2640158 
100676865.9 	-71.200932  
100903504.5 	-71.137827  
101130653.2 	-71.0747009 
101358313.3 	-71.0115533 
101586485.9 	-70.9483844 
101815172.2 	-70.8851939 
102044373.2 	-70.8219817 
102274090.2 	-70.7587477 
102504324.4 	-70.6954919 
102735076.8 	-70.6322142 
102966348.7 	-70.5689143 
103198141.2 	-70.5055922 
103430455.6 	-70.4422478 
103663292.8 	-70.378881  
103896654.3 	-70.3154917 
104130541.1 	-70.2520798 
104364954.4 	-70.1886451 
104599895.3 	-70.1251875 
104835365.2 	-70.061707  
105071365.2 	-69.9982034 
105307896.4 	-69.9346765 
105544960.1 	-69.8711264 
105782557.4 	-69.8075528 
106020689.7 	-69.7439557 
106259358   	-69.6803349 
106498563.5 	-69.6166904 
106738307.6 	-69.5530219 
106978591.4 	-69.4893294 
107219416   	-69.4256128 
107460782.8 	-69.3618719 
107702693   	-69.2981067 
107945147.7 	-69.2343169 
108188148.3 	-69.1705026 
108431695.8 	-69.1066634 
108675791.7 	-69.0427995 
108920437   	-68.9789105 
109165633   	-68.9149964 
109411381.1 	-68.8510571 
109657682.3 	-68.7870924 
109904538   	-68.7231023 
110151949.4 	-68.6590865 
110399917.8 	-68.5950449 
110648444.4 	-68.5309775 
110897530.4 	-68.4668841 
111147177.2 	-68.4027646 
111397386   	-68.3386188 
111648158   	-68.2744466 
111899494.6 	-68.2102478 
112151397   	-68.1460224 
112403866.4 	-68.0817702 
112656904.1 	-68.0174911 
112910511.5 	-67.953185  
113164689.9 	-67.8888516 
113419440.4 	-67.8244909 
113674764.3 	-67.7601027 
113930663.1 	-67.6956869 
114187137.9 	-67.6312434 
114444190.1 	-67.5667719 
114701820.9 	-67.5022725 
114960031.7 	-67.4377448 
115218823.8 	-67.3731889 
115478198.5 	-67.3086045 
115738157   	-67.2439915 
115998700.8 	-67.1793498 
116259831.1 	-67.1146791 
116521549.2 	-67.0499795 
116783856.5 	-66.9852506 
117046754.2 	-66.9204925 
117310243.8 	-66.8557048 
117574326.6 	-66.7908876 
117839003.8 	-66.7260405 
118104276.9 	-66.6611636 
118370147.2 	-66.5962565 
118636615.9 	-66.5313193 
118903684.5 	-66.4663516 
119171354.3 	-66.4013534 
119439626.7 	-66.3363245 
119708503   	-66.2712648 
119977984.6 	-66.2061741 
120248072.9 	-66.1410522 
120518769.1 	-66.075899  
120790074.7 	-66.0107143 
121061991.1 	-65.9454979 
121334519.6 	-65.8802498 
121607661.6 	-65.8149697 
121881418.5 	-65.7496574 
122155791.6 	-65.6843129 
122430782.4 	-65.6189359 
122706392.3 	-65.5535263 
122982622.6 	-65.4880839 
123259474.7 	-65.4226086 
123536950   	-65.3571001 
123815050   	-65.2915583 
124093776.1 	-65.2259831 
124373129.6 	-65.1603742 
124653111.9 	-65.0947315 
124933724.6 	-65.0290548 
125214968.9 	-64.963344  
125496846.4 	-64.8975988 
125779358.4 	-64.8318191 
126062506.4 	-64.7660048 
126346291.8 	-64.7001555 
126630716   	-64.6342713 
126915780.5 	-64.5683517 
127201486.8 	-64.5023968 
127487836.2 	-64.4364063 
127774830.2 	-64.37038   
128062470.3 	-64.3043178 
128350757.9 	-64.2382193 
128639694.5 	-64.1720846 
128929281.5 	-64.1059133 
129219520.5 	-64.0397054 
129510412.8 	-63.9734605 
129801959.9 	-63.9071785 
130094163.4 	-63.8408593 
130387024.6 	-63.7745025 
130680545.1 	-63.7081081 
130974726.4 	-63.6416758 
131269570   	-63.5752055 
131565077.2 	-63.5086968 
131861249.7 	-63.4421497 
132158089   	-63.375564  
132455596.4 	-63.3089393 
132753773.6 	-63.2422756 
133052622   	-63.1755726 
133352143.2 	-63.1088302 
133652338.7 	-63.042048  
133953209.9 	-62.975226  
134254758.4 	-62.9083638 
134556985.8 	-62.8414613 
134859893.5 	-62.7745183 
135163483.2 	-62.7075346 
135467756.2 	-62.6405099 
135772714.2 	-62.573444  
136078358.7 	-62.5063367 
136384691.3 	-62.4391879 
136691713.5 	-62.3719972 
136999426.8 	-62.3047644 
137307832.8 	-62.2374894 
137616933.1 	-62.1701719 
137926729.2 	-62.1028117 
138237222.7 	-62.0354085 
138548415.2 	-61.9679622 
138860308.3 	-61.9004725 
139172903.4 	-61.8329391 
139486202.2 	-61.7653619 
139800206.4 	-61.6977406 
140114917.4 	-61.6300749 
140430336.8 	-61.5623647 
140746466.3 	-61.4946097 
141063307.5 	-61.4268097 
141380861.9 	-61.3589643 
141699131.2 	-61.2910735 
142018117   	-61.2231369 
142337820.8 	-61.1551543 
142658244.4 	-61.0871254 
142979389.2 	-61.01905   
143301257   	-60.9509279 
143623849.4 	-60.8827588 
143947168   	-60.8145424 
144271214.4 	-60.7462785 
144595990.3 	-60.6779668 
144921497.3 	-60.6096071 
145247737.1 	-60.5411992 
145574711.3 	-60.4727427 
145902421.6 	-60.4042374 
146230869.6 	-60.335683  
146560056.9 	-60.2670793 
146889985.3 	-60.1984261 
147220656.5 	-60.1297229 
147552072   	-60.0609696 
147884233.6 	-59.9921659 
148217142.9 	-59.9233116 
148550801.7 	-59.8544063 
148885211.6 	-59.7854497 
149220374.3 	-59.7164416 
149556291.5 	-59.6473818 
149892964.9 	-59.5782699 
150230396.2 	-59.5091056 
150568587.1 	-59.4398887 
150907539.3 	-59.3706188 
151247254.5 	-59.3012958 
151587734.5 	-59.2319192 
151928981   	-59.1624888 
152270995.7 	-59.0930043 
152613780.3 	-59.0234655 
152957336.5 	-58.9538719 
153301666.2 	-58.8842233 
153646770.9 	-58.8145195 
153992652.6 	-58.74476   
154339312.9 	-58.6749447 
154686753.6 	-58.6050731 
155034976.4 	-58.535145  
155383983.1 	-58.4651601 
155733775.5 	-58.395118  
156084355.3 	-58.3250184 
156435724.4 	-58.2548611 
156787884.4 	-58.1846456 
157140837.2 	-58.1143718 
157494584.5 	-58.0440391 
157849128.2 	-57.9736474 
158204469.9 	-57.9031963 
158560611.7 	-57.8326854 
158917555.1 	-57.7621145 
159275302.1 	-57.6914831 
159633854.4 	-57.620791  
159993213.9 	-57.5500378 
160353382.4 	-57.4792232 
160714361.6 	-57.4083468 
161076153.5 	-57.3374083 
161438759.8 	-57.2664073 
161802182.4 	-57.1953435 
162166423.1 	-57.1242165 
162531483.7 	-57.053026  
162897366.2 	-56.9817715 
163264072.3 	-56.9104529 
163631604   	-56.8390696 
163999963   	-56.7676213 
164369151.2 	-56.6961077 
164739170.5 	-56.6245284 
165110022.8 	-56.552883  
165481710   	-56.4811711 
165854233.9 	-56.4093923 
166227596.3 	-56.3375464 
166601799.3 	-56.2656328 
166976844.7 	-56.1936512 
167352734.3 	-56.1216013 
167729470.1 	-56.0494825 
168107054   	-55.9772946 
168485487.9 	-55.9050371 
168864773.8 	-55.8327097 
169244913.4 	-55.7603119 
169625908.8 	-55.6878433 
170007761.9 	-55.6153035 
170390474.6 	-55.5426922 
170774048.8 	-55.4700088 
171158486.5 	-55.397253  
171543789.6 	-55.3244244 
171929960.1 	-55.2515225 
172317000   	-55.1785469 
172704911.1 	-55.1054972 
173093695.5 	-55.032373  
173483355   	-54.9591737 
173873891.8 	-54.8858991 
174265307.7 	-54.8125486 
174657604.8 	-54.7391218 
175050784.9 	-54.6656182 
175444850.2 	-54.5920375 
175839802.6 	-54.5183791 
176235644.1 	-54.4446426 
176632376.6 	-54.3708275 
177030002.3 	-54.2969334 
177428523.1 	-54.2229598 
177827941   	-54.1489063 
178228258.1 	-54.0747723 
178629476.3 	-54.0005574 
179031597.7 	-53.9262611 
179434624.4 	-53.851883  
179838558.4 	-53.7774224 
180243401.6 	-53.7028791 
180649156.3 	-53.6282524 
181055824.3 	-53.5535418 
181463407.8 	-53.4787469 
181871908.9 	-53.4038672 
182281329.5 	-53.3289021 
182691671.8 	-53.2538512 
183102937.8 	-53.1787139 
183515129.7 	-53.1034897 
183928249.5 	-53.028178  
184342299.2 	-52.9527785 
184757281.1 	-52.8772904 
185173197.1 	-52.8017133 
185590049.5 	-52.7260467 
186007840.2 	-52.65029   
186426571.4 	-52.5744426 
186846245.3 	-52.4985041 
187266863.9 	-52.4224738 
187688429.4 	-52.3463512 
188110943.8 	-52.2701358 
188534409.5 	-52.1938269 
188958828.4 	-52.117424  
189384202.7 	-52.0409265 
189810534.7 	-51.9643339 
190237826.3 	-51.8876455 
190666079.9 	-51.8108607 
191095297.5 	-51.7339791 
191525481.3 	-51.6569999 
191956633.6 	-51.5799226 
192388756.5 	-51.5027465 
192821852.1 	-51.4254711 
193255922.7 	-51.3480957 
193690970.4 	-51.2706197 
194126997.5 	-51.1930426 
194564006.2 	-51.1153635 
195001998.6 	-51.037582  
195440977   	-50.9596973 
195880943.6 	-50.8817089 
196321900.7 	-50.803616  
196763850.4 	-50.7254181 
197206795   	-50.6471144 
197650736.7 	-50.5687043 
198095677.9 	-50.4901872 
198541620.6 	-50.4115622 
198988567.2 	-50.3328289 
199436520   	-50.2539863 
199885481.2 	-50.175034  
200335453   	-50.0959711 
200786437.9 	-50.0167971 
201238437.9 	-49.937511  
201691455.5 	-49.8581123 
202145492.8 	-49.7786003 
202600552.3 	-49.6989741 
203056636.2 	-49.6192331 
203513746.8 	-49.5393764 
203971886.4 	-49.4594035 
204431057.4 	-49.3793135 
204891262   	-49.2991056 
205352502.6 	-49.2187792 
205814781.6 	-49.1383333 
206278101.2 	-49.0577673 
206742463.8 	-48.9770804 
207207871.7 	-48.8962717 
207674327.4 	-48.8153406 
208141833.1 	-48.7342861 
208610391.2 	-48.6531074 
209080004.1 	-48.5718038 
209550674.2 	-48.4903744 
210022403.9 	-48.4088184 
210495195.4 	-48.327135  
210969051.3 	-48.2453233 
211443974   	-48.1633824 
211919965.7 	-48.0813115 
212397029   	-47.9991097 
212875166.2 	-47.9167762 
213354379.7 	-47.8343101 
213834672.1 	-47.7517104 
214316045.7 	-47.6689764 
214798502.9 	-47.586107  
215282046.1 	-47.5031014 
215766677.9 	-47.4199586 
216252400.7 	-47.3366777 
216739217   	-47.2532579 
217227129.1 	-47.169698  
217716139.6 	-47.0859973 
218206250.9 	-47.0021546 
218697465.5 	-46.9181692 
219189785.9 	-46.8340398 
219683214.6 	-46.7497657 
220177754.1 	-46.6653458 
220673406.9 	-46.580779  
221170175.5 	-46.4960644 
221668062.3 	-46.411201  
222167070   	-46.3261876 
222667201   	-46.2410233 
223168457.9 	-46.1557071 
223670843.2 	-46.0702378 
224174359.5 	-45.9846144 
224679009.2 	-45.8988357 
225184794.9 	-45.8129008 
225691719.3 	-45.7268086 
226199784.8 	-45.6405578 
226708994.1 	-45.5541474 
227219349.7 	-45.4675762 
227730854.1 	-45.3808431 
228243510   	-45.293947  
228757320   	-45.2068867 
229272286.7 	-45.119661  
229788412.6 	-45.0322687 
230305700.4 	-44.9447087 
230824152.7 	-44.8569797 
231343772.1 	-44.7690805 
231864561.2 	-44.6810098 
232386522.7 	-44.5927665 
232909659.2 	-44.5043493 
233433973.4 	-44.4157568 
233959467.9 	-44.3269879 
234486145.4 	-44.2380412 
235014008.5 	-44.1489155 
235543059.8 	-44.0596093 
236073302.2 	-43.9701214 
236604738.2 	-43.8804505 
237137370.6 	-43.7905952 
237671202   	-43.700554  
238206235.1 	-43.6103257 
238742472.6 	-43.5199088 
239279917.3 	-43.429302  
239818571.9 	-43.3385037 
240358439.1 	-43.2475126 
240899521.6 	-43.1563271 
241441822.1 	-43.0649459 
241985343.5 	-42.9733675 
242530088.4 	-42.8815902 
243076059.6 	-42.7896127 
243623259.8 	-42.6974334 
244171691.9 	-42.6050508 
244721358.6 	-42.5124632 
245272262.7 	-42.4196692 
245824406.9 	-42.3266671 
246377794.1 	-42.2334552 
246932427   	-42.1400321 
247488308.5 	-42.046396  
248045441.4 	-41.9525452 
248603828.5 	-41.8584781 
249163472.6 	-41.7641931 
249724376.5 	-41.6696882 
250286543.1 	-41.574962  
250849975.2 	-41.4800125 
251414675.7 	-41.384838  
251980647.5 	-41.2894367 
252547893.3 	-41.1938069 
253116416   	-41.0979466 
253686218.6 	-41.0018541 
254257303.9 	-40.9055273 
254829674.8 	-40.8089646 
255403334.2 	-40.7121639 
255978285   	-40.6151233 
256554530   	-40.5178409 
257132072.3 	-40.4203147 
257710914.8 	-40.3225426 
258291060.2 	-40.2245227 
258872511.7 	-40.1262529 
259455272.1 	-40.0277312 
260039344.4 	-39.9289554 
260624731.6 	-39.8299234 
261211436.5 	-39.7306331 
261799462.2 	-39.6310824 
262388811.6 	-39.531269  
262979487.7 	-39.4311907 
263571493.5 	-39.3308453 
264164832   	-39.2302305 
264759506.2 	-39.129344  
265355519.2 	-39.0281835 
265952873.8 	-38.9267466 
266551573.1 	-38.825031  
267151620.3 	-38.7230343 
267753018.2 	-38.6207539 
268355769.9 	-38.5181876 
268959878.6 	-38.4153327 
269565347.1 	-38.3121867 
270172178.7 	-38.2087471 
270780376.3 	-38.1050113 
271389943.1 	-38.0009766 
272000882.1 	-37.8966405 
272613196.4 	-37.7920002 
273226889.2 	-37.687053  
273841963.4 	-37.5817962 
274458422.3 	-37.476227  
275076268.9 	-37.3703425 
275695506.4 	-37.2641399 
276316137.8 	-37.1576162 
276938166.4 	-37.0507687 
277561595.3 	-36.9435942 
278186427.6 	-36.8360898 
278812666.5 	-36.7282525 
279440315.2 	-36.6200791 
280069376.8 	-36.5115665 
280699854.5 	-36.4027115 
281331751.5 	-36.293511  
281965071   	-36.1839617 
282599816.2 	-36.0740602 
283235990.3 	-35.9638033 
283873596.5 	-35.8531875 
284512638   	-35.7422094 
285153118.2 	-35.6308656 
285795040.1 	-35.5191525 
286438407.1 	-35.4070665 
287083222.5 	-35.294604  
287729489.4 	-35.1817613 
288377211.1 	-35.0685347 
289026391   	-34.9549204 
289677032.3 	-34.8409147 
290329138.2 	-34.7265135 
290982712.2 	-34.6117129 
291637757.4 	-34.496509  
292294277.2 	-34.3808977 
292952275   	-34.2648749 
293611754   	-34.1484363 
294272717.6 	-34.0315778 
294935169.1 	-33.9142951 
295599111.9 	-33.7965838 
296264549.4 	-33.6784395 
296931484.8 	-33.5598576 
297599921.6 	-33.4408336 
298269863.2 	-33.321363  
298941312.9 	-33.2014409 
299614274.1 	-33.0810626 
300288750.3 	-32.9602233 
300964744.8 	-32.8389181 
301642261   	-32.7171419 
302321302.5 	-32.5948897 
303001872.6 	-32.4721564 
303683974.7 	-32.3489366 
304367612.4 	-32.2252252 
305052789   	-32.1010166 
305739508.1 	-31.9763054 
306427773.1 	-31.8510861 
307117587.4 	-31.7253529 
307808954.7 	-31.5991002 
308501878.3 	-31.472322  
309196361.7 	-31.3450124 
309892408.6 	-31.2171654 
310590022.4 	-31.0887748 
311289206.6 	-30.9598345 
311989964.7 	-30.8303379 
312692300.4 	-30.7002787 
313396217.1 	-30.5696504 
314101718.5 	-30.4384462 
314808808   	-30.3066593 
315517489.4 	-30.1742828 
316227766   	-30.0413098 
316939641.6 	-29.907733  
317653119.7 	-29.7735451 
318368204   	-29.6387388 
319084898.1 	-29.5033066 
319803205.5 	-29.3672406 
320523129.9 	-29.2305333 
321244675   	-29.0931765 
321967844.4 	-28.9551622 
322692641.8 	-28.8164821 
323419070.8 	-28.6771279 
324147135.1 	-28.537091  
324876838.3 	-28.3963626 
325608184.3 	-28.254934  
326341176.6 	-28.1127961 
327075819   	-27.9699397 
327812115.1 	-27.8263553 
328550068.8 	-27.6820334 
329289683.7 	-27.5369644 
330030963.7 	-27.3911382 
330773912.3 	-27.2445446 
331518533.4 	-27.0971735 
332264830.8 	-26.9490142 
333012808.2 	-26.8000561 
333762469.4 	-26.6502881 
334513818.2 	-26.4996991 
335266858.5 	-26.3482777 
336021593.9 	-26.1960123 
336778028.3 	-26.042891  
337536165.6 	-25.8889018 
338296009.6 	-25.7340321 
339057564   	-25.5782696 
339820832.9 	-25.4216012 
340585820   	-25.2640139 
341352529.2 	-25.1054942 
342120964.3 	-24.9460285 
342891129.4 	-24.7856027 
343663028.1 	-24.6242026 
344436664.6 	-24.4618136 
345212042.6 	-24.2984209 
345989166.1 	-24.1340091 
346768039   	-23.9685627 
347548665.3 	-23.8020659 
348331048.9 	-23.6345024 
349115193.7 	-23.4658556 
349901103.8 	-23.2961087 
350688783.1 	-23.1252442 
351478235.5 	-22.9532444 
352269465.1 	-22.7800913 
353062476   	-22.6057665 
353857271.9 	-22.4302508 
354653857.1 	-22.2535252 
355452235.6 	-22.0755697 
356252411.3 	-21.8963642 
357054388.3 	-21.715888  
357858170.6 	-21.5341201 
358663762.4 	-21.3510389 
359471167.8 	-21.1666224 
360280390.7 	-20.9808479 
361091435.3 	-20.7936925 
361904305.6 	-20.6051326 
362719005.9 	-20.4151442 
363535540.2 	-20.2237027 
364353912.6 	-20.030783  
365174127.3 	-19.8363596 
365996188.4 	-19.6404061 
366820100.1 	-19.4428959 
367645866.5 	-19.2438018 
368473491.9 	-19.043096  
369302980.3 	-18.84075   
370134336.1 	-18.636735  
370967563.4 	-18.4310216 
371802666.4 	-18.2235798 
372639649.3 	-18.0143792 
373478516.4 	-17.8033887 
374319272   	-17.5905769 
375161920.2 	-17.3759119 
376006465.3 	-17.1593613 
376852911.6 	-16.9408923 
377701263.4 	-16.720472  
378551524.9 	-16.4980668 
379403700.5 	-16.2736432 
380257794.5 	-16.0471673 
381113811.2 	-15.8186054 
381971754.9 	-15.5879236 
382831630   	-15.3550881 
383693440.8 	-15.1200657 
384557191.6 	-14.8828232 
385422886.9 	-14.6433283 
386290530.9 	-14.4015495 
387160128.2 	-14.1574563 
388031683.1 	-13.9110194 
388905199.9 	-13.6622113 
389780683.2 	-13.4110066 
390658137.3 	-13.157382  
391537566.7 	-12.9013173 
392418975.8 	-12.6427956 
393302369.2 	-12.3818039 
394187751.1 	-12.1183341 
395075126.2 	-11.8523833 
395964498.9 	-11.5839551 
396855873.7 	-11.3130604 
397749255.1 	-11.0397184 
398644647.7 	-10.763958  
399542055.9 	-10.4858193 
400441484.3 	-10.205355  
401342937.5 	-9.92263235 
402246419.9 	-9.63773484 
403151936.3 	-9.35076469 
404059491.1 	-9.0618451  
404969088.9 	-8.77112294 
405880734.4 	-8.47877162 
406794432.1 	-8.18499425 
407710186.7 	-7.89002695 
408628002.8 	-7.59414243 
409547885   	-7.29765367 
410469838   	-7.00091775 
411393866.5 	-6.70433963 
412319975.1 	-6.40837587 
413248168.5 	-6.11353801 
414178451.4 	-5.82039554 
415110828.6 	-5.52957811 
416045304.6 	-5.24177679 
416981884.3 	-4.95774391 
417920572.3 	-4.6782913  
418861373.5 	-4.40428635 
419804292.6 	-4.13664573 
420749334.3 	-3.87632621 
421696503.4 	-3.62431256 
422645804.8 	-3.38160225 
423597243.2 	-3.1491871  
424550823.4 	-2.92803229 
425506550.2 	-2.71905309 
426464428.6 	-2.5230905  
427424463.3 	-2.34088663 
428386659.1 	-2.17306133 
429351021   	-2.02009148 
430317553.8 	-1.88229417 
431286262.5 	-1.75981515 
432257151.8 	-1.65262325 
433230226.7 	-1.56051125 
434205492.2 	-1.48310311 
435182953.2 	-1.41986712 
436162614.5 	-1.3701338  
437144481.3 	-1.33311757 
438128558.3 	-1.30794056 
439114850.7 	-1.29365725 
440103363.3 	-1.28927879 
441094101.3 	-1.2937956  
442087069.5 	-1.30619784 
443082273   	-1.32549292 
444079716.9 	-1.35071999 
445079406.2 	-1.38096126 
446081346   	-1.41535038 
447085541.2 	-1.45307813 
448091997.1 	-1.49339572 
449100718.6 	-1.53561615 
450111710.9 	-1.57911396 
451124979.2 	-1.62332371 
452140528.4 	-1.66773761 
453158363.8 	-1.71190245 
454178490.4 	-1.7554161  
455200913.6 	-1.79792387 
456225638.3 	-1.83911469 
457252669.9 	-1.87871741 
458282013.5 	-1.91649715 
459313674.2 	-1.9522519  
460347657.4 	-1.98580923 
461383968.3 	-2.01702333 
462422612   	-2.04577223 
463463593.9 	-2.07195531 
464506919.2 	-2.09549101 
465552593.1 	-2.11631475 
466600621   	-2.13437718 
467651008.2 	-2.14964249 
468703760   	-2.16208699 
469758881.7 	-2.17169784 
470816378.6 	-2.17847197 
471876256.1 	-2.18241506 
472938519.5 	-2.18354077 
474003174.2 	-2.18186999 
475070225.7 	-2.17743021 
476139679.2 	-2.17025506 
477211540.2 	-2.16038384 
478285814.2 	-2.1478612  
479362506.5 	-2.13273683 
480441622.5 	-2.11506528 
481523167.9 	-2.09490574 
482607147.9 	-2.072322   
483693568.2 	-2.04738234 
484782434.2 	-2.02015949 
485873751.3 	-1.99073067 
486967525.2 	-1.95917758 
488063761.3 	-1.92558652 
489162465.2 	-1.89004839 
490263642.4 	-1.85265886 
491367298.6 	-1.81351842 
492473439.2 	-1.77273253 
493582070   	-1.7304117  
494693196.4 	-1.68667163 
495806824.2 	-1.6416333  
496922958.9 	-1.59542308 
498041606.1 	-1.54817275 
499162771.6 	-1.5000196  
500286461.1 	-1.45110642 
501412680.1 	-1.40158143 
502541434.4 	-1.3515983  
503672729.7 	-1.30131594 
504806571.7 	-1.25089833 
505942966.1 	-1.20051429 
507081918.8 	-1.15033714 
508223435.4 	-1.10054428 
509367521.7 	-1.05131668 
510514183.5 	-1.00283834 
511663426.6 	-0.95529556 
512815256.9 	-0.90887618 
513969680.1 	-0.86376868 
515126702   	-0.82016125 
516286328.6 	-0.7782407  
517448565.7 	-0.73819129 
518613419.2 	-0.70019355 
519780894.9 	-0.66442297 
520950998.8 	-0.63104867 
522123736.7 	-0.60023202 
523299114.7 	-0.57212532 
524477138.6 	-0.54687036 
525657814.4 	-0.52459717 
526841148.1 	-0.50542272 
528027145.6 	-0.48944975 
529215813.1 	-0.47676573 
530407156.3 	-0.46744188 
531601181.5 	-0.46153246 
532797894.6 	-0.45907411 
533997301.7 	-0.46008549 
535199408.8 	-0.46456701 
536404222   	-0.47250086 
537611747.5 	-0.48385116 
538821991.2 	-0.4985644  
540034959.4 	-0.51656994 
541250658.2 	-0.53778082 
542469093.7 	-0.56209467 
543690272.1 	-0.58939468 
544914199.5 	-0.61955086 
546140882.2 	-0.6524212  
547370326.3 	-0.68785306 
548602538.1 	-0.72568444 
549837523.7 	-0.76574543 
551075289.5 	-0.8078595  
552315841.7 	-0.8518449  
553559186.6 	-0.89751589 
554805330.4 	-0.944684   
556054279.5 	-0.99315919 
557306040.1 	-1.04275087 
558560618.7 	-1.09326895 
559818021.5 	-1.14452467 
561078254.8 	-1.19633141 
562341325.2 	-1.24850536 
563607238.9 	-1.30086615 
564876002.4 	-1.3532373  
566147622   	-1.40544669 
567422104.3 	-1.45732682 
568699455.6 	-1.50871514 
569979682.4 	-1.5594542  
571262791.2 	-1.60939176 
572548788.4 	-1.65838089 
573837680.7 	-1.70627997 
575129474.4 	-1.75295271 
576424176.1 	-1.79826802 
577721792.4 	-1.84210003 
579022329.8 	-1.88432789 
580325795   	-1.92483575 
581632194.4 	-1.96351254 
582941534.7 	-2.00025192 
584253822.6 	-2.0349521  
585569064.5 	-2.06751575 
586887267.3 	-2.09784984 
588208437.6 	-2.1258656  
589532582   	-2.1514784  
590859707.3 	-2.1746077  
592189820.1 	-2.19517703 
593522927.2 	-2.21311399 
594859035.4 	-2.22835033 
596198151.3 	-2.24082198 
597540281.7 	-2.25046923 
598885433.5 	-2.25723692 
600233613.4 	-2.26107471 
601584828.3 	-2.26193739 
602939084.9 	-2.25978533 
604296390.2 	-2.25458499 
605656751   	-2.24630948 
607020174.2 	-2.23493939 
608386666.6 	-2.22046354 
609756235.2 	-2.20288009 
611128886.9 	-2.18219765 
612504628.7 	-2.15843667 
613883467.4 	-2.131631   
615265410.1 	-2.10182966 
616650463.8 	-2.06909891 
618038635.5 	-2.03352451 
619429932.1 	-1.99521439 
620824360.7 	-1.95430152 
622221928.4 	-1.91094717 
623622642.3 	-1.86534454 
625026509.3 	-1.81772266 
626433536.7 	-1.76835073 
627843731.4 	-1.71754269 
629257100.8 	-1.66566211 
630673651.8 	-1.61312724 
632093391.8 	-1.56041613 
633516327.7 	-1.50807167 
634942466.9 	-1.45670633 
636371816.6 	-1.40700621 
637804383.9 	-1.35973425 
639240176.1 	-1.31573194 
640679200.6 	-1.27591922 
642121464.5 	-1.24129187 
643566975.1 	-1.21291588 
645015739.8 	-1.19191827 
646467765.9 	-1.17947379 
647923060.7 	-1.17678716 
649381631.6 	-1.18507095 
650843485.9 	-1.20551907 
652308631.1 	-1.23927679 
653777074.6 	-1.28740817 
655248823.7 	-1.35086273 
656723886   	-1.43044301 
658202268.9 	-1.5267753  
659683979.8 	-1.64028571 
661169026.2 	-1.77118328 
662657415.8 	-1.9194518  
664149155.9 	-2.08485068 
665644254.1 	-2.26692515 
667142718   	-2.46502467 
668644555.2 	-2.67832819 
670149773.3 	-2.90587419 
671658379.8 	-3.14659347 
673170382.4 	-3.39934253 
674685788.8 	-3.66293558 
676204606.5 	-3.93617394 
677726843.4 	-4.21787159 
679252507   	-4.50687641 
680781605.1 	-4.80208696 
682314145.5 	-5.10246482 
683850135.8 	-5.40704303 
685389583.9 	-5.71493096 
686932497.5 	-6.02531631 
688478884.4 	-6.33746481 
690028752.4 	-6.65071808 
691582109.5 	-6.96449022 
693138963.4 	-7.27826351 
694699322   	-7.59158357 
696263193.2 	-7.90405423 
697830584.9 	-8.21533242 
699401505   	-8.52512303 
700975961.5 	-8.8331741  
702553962.3 	-9.13927218 
704135515.5 	-9.44323807 
705720628.9 	-9.74492288 
707309310.7 	-10.0442045 
708901568.9 	-10.3409842 
710497411.4 	-10.6351839 
712096846.5 	-10.9267433 
713699882.1 	-11.2156179 
715306526.3 	-11.5017767 
716916787.4 	-11.7852001 
718530673.4 	-12.065879  
720148192.5 	-12.3438127 
721769352.9 	-12.6190078 
723394162.7 	-12.8914775 
725022630.3 	-13.1612402 
726654763.7 	-13.4283186 
728290571.4 	-13.6927395 
729930061.4 	-13.9545326 
731573242.2 	-14.2137302 
733220122.1 	-14.4703669 
734870709.3 	-14.7244786 
736525012.3 	-14.9761029 
738183039.3 	-15.2252781 
739844798.8 	-15.4720433 
741510299.1 	-15.7164382 
743179548.8 	-15.9585027 
744852556.2 	-16.1982768 
746529329.7 	-16.4358006 
